YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2017	10	NY	Electric Generators, Independent Power Producers	Other	54106
2017	10	NY	Electric Generators, Independent Power Producers	Petroleum	5083
2017	10	NY	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	18226
2017	10	NY	Electric Generators, Independent Power Producers	Other Biomass	109863
2017	10	NY	Electric Generators, Independent Power Producers	Wind	413633
2017	10	NY	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	27433
2017	10	NY	Electric Generators, Electric Utilities	Total	2465719
2017	10	NY	Electric Generators, Electric Utilities	Coal	0
2017	10	NY	Electric Generators, Electric Utilities	Pumped Storage	-43940
2017	10	NY	Electric Generators, Electric Utilities	Hydroelectric Conventional	1959921
2017	10	NY	Electric Generators, Electric Utilities	Natural Gas	540377
2017	10	NY	Electric Generators, Electric Utilities	Petroleum	9360
2017	10	OH	Total Electric Power Industry	Total	8493431
2017	10	OH	Total Electric Power Industry	Coal	4330910
2017	10	OH	Total Electric Power Industry	Hydroelectric Conventional	40380
2017	10	OH	Total Electric Power Industry	Natural Gas	2187172
2017	10	OH	Total Electric Power Industry	Nuclear	1612428
2017	10	OH	Total Electric Power Industry	Other Gases	53306
2017	10	OH	Total Electric Power Industry	Other	480
2017	10	OH	Total Electric Power Industry	Petroleum	56920
2017	10	OH	Total Electric Power Industry	Solar Thermal and Photovoltaic	11831
2017	10	OH	Total Electric Power Industry	Other Biomass	36866
2017	10	OH	Total Electric Power Industry	Wind	142603
2017	10	OH	Total Electric Power Industry	Wood and Wood Derived Fuels	20534
2017	10	OH	Combined Heat and Power, Industrial Power	Total	53827
2017	10	OH	Combined Heat and Power, Industrial Power	Coal	898
2017	10	OH	Combined Heat and Power, Industrial Power	Natural Gas	13907
2017	10	OH	Combined Heat and Power, Industrial Power	Other Gases	11731
2017	10	OH	Combined Heat and Power, Industrial Power	Other	1153
2017	10	OH	Combined Heat and Power, Industrial Power	Petroleum	298
2017	10	OH	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	147
2017	10	OH	Combined Heat and Power, Industrial Power	Other Biomass	1026
2017	10	OH	Combined Heat and Power, Industrial Power	Wind	6332
2017	10	OH	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	18335
2017	10	OH	Combined Heat and Power, Commercial Power	Total	22355
2017	10	OH	Combined Heat and Power, Commercial Power	Coal	0
2017	10	OH	Combined Heat and Power, Commercial Power	Natural Gas	21101
2017	10	OH	Combined Heat and Power, Commercial Power	Petroleum	10
2017	10	OH	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	302
2017	10	OH	Combined Heat and Power, Commercial Power	Other Biomass	652
2017	10	OH	Combined Heat and Power, Commercial Power	Wind	290
2017	10	OH	Combined Heat and Power, Electric Power	Total	60669
2017	10	OH	Combined Heat and Power, Electric Power	Coal	0
2017	10	OH	Combined Heat and Power, Electric Power	Natural Gas	16895
2017	10	OH	Combined Heat and Power, Electric Power	Other Gases	41575
2017	10	OH	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	2199
2017	10	OH	Electric Generators, Independent Power Producers	Total	6810706
2017	10	OH	Electric Generators, Independent Power Producers	Coal	3006169
2017	10	OH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	14325
2017	10	OH	Electric Generators, Independent Power Producers	Natural Gas	1946465
2017	10	OH	Electric Generators, Independent Power Producers	Nuclear	1612428
2017	10	OH	Electric Generators, Independent Power Producers	Other	-447
2017	10	OH	Electric Generators, Independent Power Producers	Petroleum	51430
2017	10	OH	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	10329
2017	10	OH	Electric Generators, Independent Power Producers	Other Biomass	34955
2017	10	OH	Electric Generators, Independent Power Producers	Wind	135052
2017	10	OH	Electric Generators, Electric Utilities	Total	1545874
2017	10	OH	Electric Generators, Electric Utilities	Coal	1323843
2017	10	OH	Electric Generators, Electric Utilities	Hydroelectric Conventional	26055
2017	10	OH	Electric Generators, Electric Utilities	Natural Gas	188804
2017	10	OH	Electric Generators, Electric Utilities	Other	-226
2017	10	OH	Electric Generators, Electric Utilities	Petroleum	5182
2017	10	OH	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	1053
2017	10	OH	Electric Generators, Electric Utilities	Other Biomass	234
2017	10	OH	Electric Generators, Electric Utilities	Wind	930
2017	10	OK	Total Electric Power Industry	Total	6476412
2017	10	OK	Total Electric Power Industry	Coal	1397159
2017	10	OK	Total Electric Power Industry	Pumped Storage	-10309
2017	10	OK	Total Electric Power Industry	Hydroelectric Conventional	200834
2017	10	OK	Total Electric Power Industry	Natural Gas	2353635
2017	10	OK	Total Electric Power Industry	Other	3077
2017	10	OK	Total Electric Power Industry	Petroleum	1165
2017	10	OK	Total Electric Power Industry	Solar Thermal and Photovoltaic	3948
2017	10	OK	Total Electric Power Industry	Other Biomass	7303
2017	10	OK	Total Electric Power Industry	Wind	2495803
2017	10	OK	Total Electric Power Industry	Wood and Wood Derived Fuels	23796
2017	10	OK	Combined Heat and Power, Industrial Power	Total	79186
2017	10	OK	Combined Heat and Power, Industrial Power	Coal	20015
2017	10	OK	Combined Heat and Power, Industrial Power	Natural Gas	28409
2017	10	OK	Combined Heat and Power, Industrial Power	Other	730
2017	10	OK	Combined Heat and Power, Industrial Power	Petroleum	118
2017	10	OK	Combined Heat and Power, Industrial Power	Other Biomass	6119
2017	10	OK	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	23796
2017	10	OK	Combined Heat and Power, Commercial Power	Total	0
2017	10	OK	Combined Heat and Power, Commercial Power	Natural Gas	0
2017	10	OK	Combined Heat and Power, Commercial Power	Petroleum	0
2017	10	OK	Combined Heat and Power, Electric Power	Total	175857
2017	10	OK	Combined Heat and Power, Electric Power	Coal	170990
2017	10	OK	Combined Heat and Power, Electric Power	Natural Gas	2520
2017	10	OK	Combined Heat and Power, Electric Power	Other	2347
2017	10	OK	Electric Generators, Independent Power Producers	Total	3214598
2017	10	OK	Electric Generators, Independent Power Producers	Natural Gas	860097
2017	10	OK	Electric Generators, Independent Power Producers	Other Biomass	1185
2017	10	OK	Electric Generators, Independent Power Producers	Wind	2353317
2017	10	OK	Electric Generators, Electric Utilities	Total	3006770
2017	10	OK	Electric Generators, Electric Utilities	Coal	1206155
2017	10	OK	Electric Generators, Electric Utilities	Pumped Storage	-10309
2017	10	OK	Electric Generators, Electric Utilities	Hydroelectric Conventional	200834
2017	10	OK	Electric Generators, Electric Utilities	Natural Gas	1462609
2017	10	OK	Electric Generators, Electric Utilities	Petroleum	1047
2017	10	OK	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	3948
2017	10	OK	Electric Generators, Electric Utilities	Wind	142486
2017	10	OR	Total Electric Power Industry	Total	4400803
2017	10	OR	Total Electric Power Industry	Coal	182537
2017	10	OR	Total Electric Power Industry	Geothermal	16793
2017	10	OR	Total Electric Power Industry	Hydroelectric Conventional	1961764
2017	10	OR	Total Electric Power Industry	Natural Gas	1480453
2017	10	OR	Total Electric Power Industry	Other	3505
2017	10	OR	Total Electric Power Industry	Petroleum	1410
2017	10	OR	Total Electric Power Industry	Solar Thermal and Photovoltaic	26024
2017	10	OR	Total Electric Power Industry	Other Biomass	29745
2017	10	OR	Total Electric Power Industry	Wind	639143
2017	10	OR	Total Electric Power Industry	Wood and Wood Derived Fuels	59430
2017	10	OR	Combined Heat and Power, Industrial Power	Total	50729
2017	10	OR	Combined Heat and Power, Industrial Power	Natural Gas	6540
2017	10	OR	Combined Heat and Power, Industrial Power	Petroleum	0
2017	10	OR	Combined Heat and Power, Industrial Power	Other Biomass	1702
2017	10	OR	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	42487
2017	10	OR	Combined Heat and Power, Commercial Power	Total	6992
2017	10	OR	Combined Heat and Power, Commercial Power	Natural Gas	4232
2017	10	OR	Combined Heat and Power, Commercial Power	Petroleum	0
2017	10	OR	Combined Heat and Power, Commercial Power	Other Biomass	2761
2017	10	OR	Combined Heat and Power, Electric Power	Total	472800
2017	10	OR	Combined Heat and Power, Electric Power	Natural Gas	470887
2017	10	OR	Combined Heat and Power, Electric Power	Other Biomass	1913
2017	10	OR	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2017	10	OR	Electric Generators, Independent Power Producers	Total	1033193
2017	10	OR	Electric Generators, Independent Power Producers	Geothermal	16793
2017	10	OR	Electric Generators, Independent Power Producers	Hydroelectric Conventional	15403
2017	10	OR	Electric Generators, Independent Power Producers	Natural Gas	397654
2017	10	OR	Electric Generators, Independent Power Producers	Other	3550
2017	10	OR	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	25394
2017	10	OR	Electric Generators, Independent Power Producers	Other Biomass	18322
2017	10	OR	Electric Generators, Independent Power Producers	Wind	539133
2017	10	OR	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	16943
2017	10	OR	Electric Generators, Electric Utilities	Total	2837088
2017	10	OR	Electric Generators, Electric Utilities	Coal	182537
2017	10	OR	Electric Generators, Electric Utilities	Geothermal	0
2017	10	OR	Electric Generators, Electric Utilities	Hydroelectric Conventional	1946360
2017	10	OR	Electric Generators, Electric Utilities	Natural Gas	601140
2017	10	OR	Electric Generators, Electric Utilities	Other	-45
2017	10	OR	Electric Generators, Electric Utilities	Petroleum	1410
2017	10	OR	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	630
2017	10	OR	Electric Generators, Electric Utilities	Other Biomass	5047
2017	10	OR	Electric Generators, Electric Utilities	Wind	100009
2017	10	PA	Total Electric Power Industry	Total	16067158
2017	10	PA	Total Electric Power Industry	Coal	2803631
2017	10	PA	Total Electric Power Industry	Pumped Storage	-49925
2017	10	PA	Total Electric Power Industry	Hydroelectric Conventional	179487
2017	10	PA	Total Electric Power Industry	Natural Gas	5918087
2017	10	PA	Total Electric Power Industry	Nuclear	6534147
2017	10	PA	Total Electric Power Industry	Other Gases	38236
2017	10	PA	Total Electric Power Industry	Other	67499
2017	10	PA	Total Electric Power Industry	Petroleum	16568
2017	10	PA	Total Electric Power Industry	Solar Thermal and Photovoltaic	8777
2017	10	PA	Total Electric Power Industry	Other Biomass	157940
2017	10	PA	Total Electric Power Industry	Wind	344655
2017	10	PA	Total Electric Power Industry	Wood and Wood Derived Fuels	48056
2017	10	PA	Combined Heat and Power, Industrial Power	Total	229305
2017	10	PA	Combined Heat and Power, Industrial Power	Coal	20854
2017	10	PA	Combined Heat and Power, Industrial Power	Natural Gas	111831
2017	10	PA	Combined Heat and Power, Industrial Power	Other Gases	38236
2017	10	PA	Combined Heat and Power, Industrial Power	Petroleum	4077
2017	10	PA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	958
2017	10	PA	Combined Heat and Power, Industrial Power	Other Biomass	5294
2017	10	PA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	48056
2017	10	PA	Combined Heat and Power, Commercial Power	Total	32010
2017	10	PA	Combined Heat and Power, Commercial Power	Coal	0
2017	10	PA	Combined Heat and Power, Commercial Power	Natural Gas	10130
2017	10	PA	Combined Heat and Power, Commercial Power	Other	8007
2017	10	PA	Combined Heat and Power, Commercial Power	Petroleum	186
2017	10	PA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	838
2017	10	PA	Combined Heat and Power, Commercial Power	Other Biomass	12850
2017	10	PA	Combined Heat and Power, Electric Power	Total	825004
2017	10	PA	Combined Heat and Power, Electric Power	Coal	258106
2017	10	PA	Combined Heat and Power, Electric Power	Natural Gas	552937
2017	10	PA	Combined Heat and Power, Electric Power	Other Gases	0
2017	10	PA	Combined Heat and Power, Electric Power	Other	5478
2017	10	PA	Combined Heat and Power, Electric Power	Petroleum	1698
2017	10	PA	Combined Heat and Power, Electric Power	Other Biomass	6784
2017	10	PA	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2017	10	PA	Electric Generators, Independent Power Producers	Total	14976824
2017	10	PA	Electric Generators, Independent Power Producers	Coal	2524672
2017	10	PA	Electric Generators, Independent Power Producers	Pumped Storage	-49925
2017	10	PA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	176624
2017	10	PA	Electric Generators, Independent Power Producers	Natural Gas	5242067
2017	10	PA	Electric Generators, Independent Power Producers	Nuclear	6534147
2017	10	PA	Electric Generators, Independent Power Producers	Other Gases	0
2017	10	PA	Electric Generators, Independent Power Producers	Other	54014
2017	10	PA	Electric Generators, Independent Power Producers	Petroleum	10577
2017	10	PA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	6981
2017	10	PA	Electric Generators, Independent Power Producers	Other Biomass	133011
2017	10	PA	Electric Generators, Independent Power Producers	Wind	344655
2017	10	PA	Electric Generators, Electric Utilities	Total	4015
2017	10	PA	Electric Generators, Electric Utilities	Coal	0
2017	10	PA	Electric Generators, Electric Utilities	Hydroelectric Conventional	2863
2017	10	PA	Electric Generators, Electric Utilities	Natural Gas	1122
2017	10	PA	Electric Generators, Electric Utilities	Petroleum	30
2017	10	RI	Total Electric Power Industry	Total	460601
2017	10	RI	Total Electric Power Industry	Coal	0
2017	10	RI	Total Electric Power Industry	Hydroelectric Conventional	0
2017	10	RI	Total Electric Power Industry	Natural Gas	431096
2017	10	RI	Total Electric Power Industry	Petroleum	483
2017	10	RI	Total Electric Power Industry	Solar Thermal and Photovoltaic	1758
2017	10	RI	Total Electric Power Industry	Other Biomass	12607
2017	10	RI	Total Electric Power Industry	Wind	14657
2017	10	RI	Combined Heat and Power, Commercial Power	Total	5168
2017	10	RI	Combined Heat and Power, Commercial Power	Natural Gas	4551
2017	10	RI	Combined Heat and Power, Commercial Power	Petroleum	6
2017	10	RI	Combined Heat and Power, Commercial Power	Wind	612
2017	10	RI	Electric Generators, Independent Power Producers	Total	455433
2017	10	RI	Electric Generators, Independent Power Producers	Coal	0
2017	10	RI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	0
2017	10	RI	Electric Generators, Independent Power Producers	Natural Gas	426546
2017	10	RI	Electric Generators, Independent Power Producers	Petroleum	477
2017	10	RI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1758
2017	10	RI	Electric Generators, Independent Power Producers	Other Biomass	12607
2017	10	RI	Electric Generators, Independent Power Producers	Wind	14045
2017	10	RI	Electric Generators, Electric Utilities	Total	0
2017	10	RI	Electric Generators, Electric Utilities	Petroleum	0
2017	10	SC	Total Electric Power Industry	Total	7593611
2017	10	SC	Total Electric Power Industry	Coal	1046219
2017	10	SC	Total Electric Power Industry	Pumped Storage	-84122
2017	10	SC	Total Electric Power Industry	Hydroelectric Conventional	162456
2017	10	SC	Total Electric Power Industry	Natural Gas	1435757
2017	10	SC	Total Electric Power Industry	Nuclear	4816089
2017	10	SC	Total Electric Power Industry	Other	2951
2017	10	SC	Total Electric Power Industry	Petroleum	5420
2017	10	SC	Total Electric Power Industry	Solar Thermal and Photovoltaic	12113
2017	10	SC	Total Electric Power Industry	Other Biomass	14947
2017	10	SC	Total Electric Power Industry	Wood and Wood Derived Fuels	181780
2017	10	SC	Combined Heat and Power, Industrial Power	Total	146174
2017	10	SC	Combined Heat and Power, Industrial Power	Coal	2818
2017	10	SC	Combined Heat and Power, Industrial Power	Natural Gas	10827
2017	10	SC	Combined Heat and Power, Industrial Power	Other	2709
2017	10	SC	Combined Heat and Power, Industrial Power	Petroleum	504
2017	10	SC	Combined Heat and Power, Industrial Power	Other Biomass	4053
2017	10	SC	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	125263
2017	10	SC	Combined Heat and Power, Commercial Power	Total	107
2017	10	SC	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	88
2017	10	SC	Combined Heat and Power, Commercial Power	Natural Gas	16
2017	10	SC	Combined Heat and Power, Commercial Power	Petroleum	3
2017	10	SC	Combined Heat and Power, Electric Power	Total	244688
2017	10	SC	Combined Heat and Power, Electric Power	Natural Gas	240345
2017	10	SC	Combined Heat and Power, Electric Power	Other	243
2017	10	SC	Combined Heat and Power, Electric Power	Petroleum	136
2017	10	SC	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	3964
2017	10	SC	Electric Generators, Independent Power Producers	Total	149475
2017	10	SC	Electric Generators, Independent Power Producers	Hydroelectric Conventional	3396
2017	10	SC	Electric Generators, Independent Power Producers	Natural Gas	107230
2017	10	SC	Electric Generators, Independent Power Producers	Petroleum	0
2017	10	SC	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	12113
2017	10	SC	Electric Generators, Independent Power Producers	Other Biomass	1092
2017	10	SC	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	25644
2017	10	SC	Electric Generators, Electric Utilities	Total	7053167
2017	10	SC	Electric Generators, Electric Utilities	Coal	1043402
2017	10	SC	Electric Generators, Electric Utilities	Pumped Storage	-84122
2017	10	SC	Electric Generators, Electric Utilities	Hydroelectric Conventional	158973
2017	10	SC	Electric Generators, Electric Utilities	Natural Gas	1077338
2017	10	SC	Electric Generators, Electric Utilities	Nuclear	4816089
2017	10	SC	Electric Generators, Electric Utilities	Petroleum	4777
2017	10	SC	Electric Generators, Electric Utilities	Other Biomass	9802
2017	10	SC	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	26909
2017	10	SD	Total Electric Power Industry	Total	689144
2017	10	SD	Total Electric Power Industry	Coal	75396
2017	10	SD	Total Electric Power Industry	Hydroelectric Conventional	243590
2017	10	SD	Total Electric Power Industry	Natural Gas	50127
2017	10	SD	Total Electric Power Industry	Petroleum	457
2017	10	SD	Total Electric Power Industry	Solar Thermal and Photovoltaic	195
2017	10	SD	Total Electric Power Industry	Other Biomass	0
2017	10	SD	Total Electric Power Industry	Wind	319378
2017	10	SD	Combined Heat and Power, Commercial Power	Total	1
2017	10	SD	Combined Heat and Power, Commercial Power	Petroleum	1
2017	10	SD	Electric Generators, Independent Power Producers	Total	218780
2017	10	SD	Electric Generators, Independent Power Producers	Petroleum	9
2017	10	SD	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	195
2017	10	SD	Electric Generators, Independent Power Producers	Wind	218576
2017	10	SD	Electric Generators, Electric Utilities	Total	470363
2017	10	SD	Electric Generators, Electric Utilities	Coal	75396
2017	10	SD	Electric Generators, Electric Utilities	Hydroelectric Conventional	243590
2017	10	SD	Electric Generators, Electric Utilities	Natural Gas	50127
2017	10	SD	Electric Generators, Electric Utilities	Petroleum	447
2017	10	SD	Electric Generators, Electric Utilities	Other Biomass	0
2017	10	SD	Electric Generators, Electric Utilities	Wind	100803
2017	10	TN	Total Electric Power Industry	Total	6291124
2017	10	TN	Total Electric Power Industry	Coal	1843694
2017	10	TN	Total Electric Power Industry	Pumped Storage	-58448
2017	10	TN	Total Electric Power Industry	Hydroelectric Conventional	517337
2017	10	TN	Total Electric Power Industry	Natural Gas	814576
2017	10	TN	Total Electric Power Industry	Nuclear	3073027
2017	10	TN	Total Electric Power Industry	Other Gases	92
2017	10	TN	Total Electric Power Industry	Other	1385
2017	10	TN	Total Electric Power Industry	Petroleum	10821
2017	10	TN	Total Electric Power Industry	Solar Thermal and Photovoltaic	16190
2017	10	TN	Total Electric Power Industry	Other Biomass	7352
2017	10	TN	Total Electric Power Industry	Wind	3144
2017	10	TN	Total Electric Power Industry	Wood and Wood Derived Fuels	61954
2017	10	TN	Combined Heat and Power, Industrial Power	Total	147434
2017	10	TN	Combined Heat and Power, Industrial Power	Coal	54114
2017	10	TN	Combined Heat and Power, Industrial Power	Natural Gas	29013
2017	10	TN	Combined Heat and Power, Industrial Power	Other Gases	92
2017	10	TN	Combined Heat and Power, Industrial Power	Other	1385
2017	10	TN	Combined Heat and Power, Industrial Power	Petroleum	152
2017	10	TN	Combined Heat and Power, Industrial Power	Other Biomass	724
2017	10	TN	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	61954
2017	10	TN	Combined Heat and Power, Commercial Power	Total	15264
2017	10	TN	Combined Heat and Power, Commercial Power	Coal	0
2017	10	TN	Combined Heat and Power, Commercial Power	Natural Gas	14708
2017	10	TN	Combined Heat and Power, Commercial Power	Petroleum	0
2017	10	TN	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	556
2017	10	TN	Electric Generators, Independent Power Producers	Total	26243
2017	10	TN	Electric Generators, Independent Power Producers	Natural Gas	779
2017	10	TN	Electric Generators, Independent Power Producers	Petroleum	58
2017	10	TN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	15634
2017	10	TN	Electric Generators, Independent Power Producers	Other Biomass	6628
2017	10	TN	Electric Generators, Independent Power Producers	Wind	3144
2017	10	TN	Electric Generators, Electric Utilities	Total	6102183
2017	10	TN	Electric Generators, Electric Utilities	Coal	1789580
2017	10	TN	Electric Generators, Electric Utilities	Pumped Storage	-58448
2017	10	TN	Electric Generators, Electric Utilities	Hydroelectric Conventional	517337
2017	10	TN	Electric Generators, Electric Utilities	Natural Gas	770075
2017	10	TN	Electric Generators, Electric Utilities	Nuclear	3073027
2017	10	TN	Electric Generators, Electric Utilities	Petroleum	10612
2017	10	TN	Electric Generators, Electric Utilities	Other Biomass	0
2017	10	TN	Electric Generators, Electric Utilities	Wind	0
2017	10	TX	Total Electric Power Industry	Total	36652044
2017	10	TX	Total Electric Power Industry	Coal	10514225
2017	10	TX	Total Electric Power Industry	Hydroelectric Conventional	98583
2017	10	TX	Total Electric Power Industry	Natural Gas	16248735
2017	10	TX	Total Electric Power Industry	Nuclear	3047294
2017	10	TX	Total Electric Power Industry	Other Gases	211634
2017	10	TX	Total Electric Power Industry	Other	52304
2017	10	TX	Total Electric Power Industry	Petroleum	11189
2017	10	TX	Total Electric Power Industry	Solar Thermal and Photovoltaic	200998
2017	10	TX	Total Electric Power Industry	Other Biomass	51559
2017	10	TX	Total Electric Power Industry	Wind	6134680
2017	10	TX	Total Electric Power Industry	Wood and Wood Derived Fuels	80843
2017	10	TX	Combined Heat and Power, Industrial Power	Total	3285444
2017	10	TX	Combined Heat and Power, Industrial Power	Natural Gas	3086429
2017	10	TX	Combined Heat and Power, Industrial Power	Other Gases	77271
2017	10	TX	Combined Heat and Power, Industrial Power	Other	43906
2017	10	TX	Combined Heat and Power, Industrial Power	Petroleum	5871
2017	10	TX	Combined Heat and Power, Industrial Power	Other Biomass	8265
2017	10	TX	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	63702
2017	10	TX	Combined Heat and Power, Commercial Power	Total	48749
2017	10	TX	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	499
2017	10	TX	Combined Heat and Power, Commercial Power	Natural Gas	39933
2017	10	TX	Combined Heat and Power, Commercial Power	Petroleum	40
2017	10	TX	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	157
2017	10	TX	Combined Heat and Power, Commercial Power	Other Biomass	3080
2017	10	TX	Combined Heat and Power, Commercial Power	Wind	5040
2017	10	TX	Combined Heat and Power, Electric Power	Total	3181590
2017	10	TX	Combined Heat and Power, Electric Power	Natural Gas	3038145
2017	10	TX	Combined Heat and Power, Electric Power	Other Gases	134363
2017	10	TX	Combined Heat and Power, Electric Power	Other	9082
2017	10	TX	Electric Generators, Independent Power Producers	Total	24311727
2017	10	TX	Electric Generators, Independent Power Producers	Coal	7696241
2017	10	TX	Electric Generators, Independent Power Producers	Hydroelectric Conventional	2851
2017	10	TX	Electric Generators, Independent Power Producers	Natural Gas	7200073
2017	10	TX	Electric Generators, Independent Power Producers	Nuclear	3047294
2017	10	TX	Electric Generators, Independent Power Producers	Other	-684
2017	10	TX	Electric Generators, Independent Power Producers	Petroleum	2500
2017	10	TX	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	200255
2017	10	TX	Electric Generators, Independent Power Producers	Other Biomass	40214
2017	10	TX	Electric Generators, Independent Power Producers	Wind	6105843
2017	10	TX	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	17141
2017	10	TX	Electric Generators, Electric Utilities	Total	5824533
2017	10	TX	Electric Generators, Electric Utilities	Coal	2817984
2017	10	TX	Electric Generators, Electric Utilities	Hydroelectric Conventional	95233
2017	10	TX	Electric Generators, Electric Utilities	Natural Gas	2884155
2017	10	TX	Electric Generators, Electric Utilities	Petroleum	2778
2017	10	TX	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	586
2017	10	TX	Electric Generators, Electric Utilities	Wind	23797
2017	10	TX	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2017	10	US-Total	Total Electric Power Industry	Total	319443133
2017	10	US-Total	Total Electric Power Industry	Coal	90087106
2017	10	US-Total	Total Electric Power Industry	Geothermal	1260904
2017	10	US-Total	Total Electric Power Industry	Pumped Storage	-462982
2017	10	US-Total	Total Electric Power Industry	Hydroelectric Conventional	17210514
2017	10	US-Total	Total Electric Power Industry	Natural Gas	106866996
2017	10	US-Total	Total Electric Power Industry	Nuclear	65994785
2017	10	US-Total	Total Electric Power Industry	Other Gases	1013786
2017	10	US-Total	Total Electric Power Industry	Other	1025345
2017	10	US-Total	Total Electric Power Industry	Petroleum	1533369
2017	10	US-Total	Total Electric Power Industry	Solar Thermal and Photovoltaic	4830200
2017	10	US-Total	Total Electric Power Industry	Other Biomass	1692642
2017	10	US-Total	Total Electric Power Industry	Wind	24821200
2017	10	US-Total	Total Electric Power Industry	Wood and Wood Derived Fuels	3569268
2017	10	US-Total	Combined Heat and Power, Industrial Power	Total	11372630
2017	10	US-Total	Combined Heat and Power, Industrial Power	Coal	679729
2017	10	US-Total	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	101913
2017	10	US-Total	Combined Heat and Power, Industrial Power	Natural Gas	7087236
2017	10	US-Total	Combined Heat and Power, Industrial Power	Other Gases	698027
2017	10	US-Total	Combined Heat and Power, Industrial Power	Other	371816
2017	10	US-Total	Combined Heat and Power, Industrial Power	Petroleum	81549
2017	10	US-Total	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	5941
2017	10	US-Total	Combined Heat and Power, Industrial Power	Other Biomass	80700
2017	10	US-Total	Combined Heat and Power, Industrial Power	Wind	7915
2017	10	US-Total	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	2257803
2017	10	US-Total	Combined Heat and Power, Commercial Power	Total	1038541
2017	10	US-Total	Combined Heat and Power, Commercial Power	Coal	23533
2017	10	US-Total	Combined Heat and Power, Commercial Power	Pumped Storage	0
2017	10	US-Total	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	12497
2017	10	US-Total	Combined Heat and Power, Commercial Power	Natural Gas	627364
2017	10	US-Total	Combined Heat and Power, Commercial Power	Other	94611
2017	10	US-Total	Combined Heat and Power, Commercial Power	Petroleum	7705
2017	10	US-Total	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	53426
2017	10	US-Total	Combined Heat and Power, Commercial Power	Other Biomass	200153
2017	10	US-Total	Combined Heat and Power, Commercial Power	Wind	14186
2017	10	US-Total	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	5066
2017	10	US-Total	Combined Heat and Power, Electric Power	Total	12021702
2017	10	US-Total	Combined Heat and Power, Electric Power	Coal	1121647
2017	10	US-Total	Combined Heat and Power, Electric Power	Natural Gas	10065111
2017	10	US-Total	Combined Heat and Power, Electric Power	Other Gases	306179
2017	10	US-Total	Combined Heat and Power, Electric Power	Other	64426
2017	10	US-Total	Combined Heat and Power, Electric Power	Petroleum	159279
2017	10	US-Total	Combined Heat and Power, Electric Power	Solar Thermal and Photovoltaic	492
2017	10	US-Total	Combined Heat and Power, Electric Power	Other Biomass	96701
2017	10	US-Total	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	207867
2017	10	US-Total	Electric Generators, Independent Power Producers	Total	120721264
